application_proccess,company,interview_description,interview_difficulty,interview_experience,interview_questions,job_title,offer_status,review_date
"I applied through college or university. The process took 2+ months. I interviewed at Zillow (Seattle, WA) in December 2015.",Zillow,"Given a take home assignment, not very hard but need some time to finish. A month later with an technical phone interview for about 45 minutes. Last is on-site interview, 3 interviewers one by one for a whole 3 hour.",Average Interview,Positive Experience," Convert string to integer   ,Answer Question",Software Development,No Offer," Feb 24, 2016"
"I applied online. I interviewed at Zillow (Seattle, WA) in December 2015.",Zillow,"1) Online test: four questions that were easier compared to the same position at other companies; given two full days.,2) Phone screen: design questions, friendly phone call!,3) In-house interview (3 one-hour interviews): the questions were much tougher, but doable. All the interviewers were very friendly and interested in having conversations between questions.",Average Interview,Positive Experience," Toughest question received was to ""solve a game"". There were a few simple rules in a one vs one game where each player had to make the most optimal choice.   ,1 Answer",Software Development Engineer,Accepted Offer," Jun 16, 2016"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Denver, CO) in December 2015.",Zillow,"I was contacted by a recruiter for a phone interview during December 2015. I had a very positive and pleasant conversation. Although I ultimately did not continue with the process, which would have been a 1:1 meeting with a recruiting coordinator, due to the hours of the position not fitting my schedule, I left feeling extremely positive about the experience. I applied for a different position recently in February 2017. Although the position was already filled by the time I had applied, the recruiter still let me know that. This recruiter is a breath of fresh air compared to other recruiters out there at larger companies. I would like to give a shout out to this recruiter, Alex Modisette. She has been extremely professional and has given me such a positive image of the company! Her follow-through is really unique and she has a warm communication style. Overview of the position information was provided over the phone, along with salary and benefits ($35,360, bonus potential bringing it to the 40-41k range, available to work 5 out of 7 days/week with flexibility to work 40 hours between 6am-9pm on a rotating basis, with the schedule changing each month, training for the first week M-F in a classroom setting, 3 weeks PTO, $75 for gym membership and commuter benefits, growth opportunities).",Average Interview,Positive Experience," Discussion about customer service experience and why do you want to work here. It was more of a conversation than rapid fire questioning.   ,Answer Question",Client Service Representative,No Offer," Feb 3, 2017"
I applied online. The process took 2+ months. I interviewed at Zillow.,Zillow,"It was the worst interview exprience I have had with any company I ever interviewed for. My first conversation was with a HR who was very rude. She bluntly said unless I told her what I was making and expecting she wouldnt go ahead with passing my resume to the hiring manager. I decided to ignore her hoping it would just be a temporary phase. She immediately sent me a coding challenge which I completed and sent the next day. The way to make sure your code gets selected is to document very well and add unit tests to cover all possible cases. Also, make sure you send it in 24 hours. After 10 days they get back saying I passed the coding test and wanted to set up a phone interview. The hiring manager literally asked me to solve the problem for their project. It was a 1 hr session with me just thinking out loud to solve the problem. The same night I receive a mail saying that given the number of candidates they have , it would take 2 weeks to come back. 2 weeks later, when I checked with them saying I might receive another offer the HR said, given the number of candidates they have they will not go ahead with my candidacy. And for some mysterious reason I receive another mail a week later saying they would like to interview me again. I had a second phone interview which was pretty easy and they ""confirmed"" the reject the next day through an automated email. Super unprofessional hiring experience and I am glad I did not end up in that environment. I dont see myself applying to this company again. It was sheer waste of time applying to their opening.",Average Interview,Negative Experience,,Software Engineer,No Offer," Sep 27, 2015"
"I applied online. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"I had a very positive experience with Zillow's interview process. The recruiter was very helpful and helped me feel comfortable throughout the interview cycle. She also set my expectations on how many rounds of interviews I'll have. That was helpful as a prospective candidate to prepare. The interview process took about a month long, but that was expected since the recruiter and her team had to coordinate with a lot of busy folks on Zillow's end. Culture is very important to me and the people at Zillow I spoke with showcased it throughout the interview process. That was a win for me.",Average Interview,Positive Experience," Why do you want to part ways with your current employer? Why Zillow? Where do you want to take your career?   ,Answer Question",Salesforce Administrative/Program Manager,Accepted Offer," Nov 16, 2015"
"I applied through a recruiter. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"Initially was contacted by a recruiter via LinkedIn, which lead to a phone conversation with that same recruiter. That conversation was more so for me to learn about the company and position, which was helpful. After doing more research on Zillow and the position, I let the recruiter know I was interested in interviewing.,It took the recruiter at least two weeks to get back to me, and during that time I followed up with her several times just to get a response. I'm not sure I would have heard back from her had I not been a bit pushy. However, this method worked and I did receive an interview.,Once it was time for my interview, I went to the lobby as I was instructed and checked in with the front desk. The girl I checked in with was very disinterested and not very helpful. I waited in the lobby for 15 to 20 minutes before the recruiting assistant got me, and took me into a small 2 to 3 person room. She also seemed very disinterested, wrote her number down on a whiteboard if I needed anything, and then told me the person I would be interviewing with would be in soon and that she would be back to follow up after my actual interview was complete.,I waited in the room for 5 to 10 minutes, and then the manager came in to interview me. The first part of the interview was typical, and I was just asked questions about my experience and resume. The manager was a bit stiff but nice, and that portion of it went fine and there were no surprises.,The next part was the test. I was given a computer with Excel open, which had three different marketing/SEM questions, each on different tabs. The first was a table that had sales numbers of different shoes throughout the years, and I was supposed to identify the trend. The second had questions about generic PPC stuff (calculate CTR, conversion rate etc) and the next had more B2B style questions, which were pretty vague.,I was given 30 minutes to complete the test, and the manager came back in and went over it with me. I was honest and said I struggled with finding the answer to the trend question, and her response was that there is no right answer. Would have been good to know before I started, as the way it was written completely implies there is one. That started the test review off on the wrong foot, but I recovered well enough on the other two questions.,After that, she left it to me to ask her questions about the role and the company, and then let me know the recruiter would be back to get me and would tell me about next steps. I couldn't get a great read on the manager, but I felt my interview went well enough to have a shot at another.,After that I waited for the recruiter to come and get me. I sat patiently for 10 or so minutes, and then started to get concerned no one was actually coming to get me. I waited a bit longer, and a random employee comes in and asks who I am, I let him know and he went to hunt down the recruiter. I waited another few minutes, and then tried to call the number she left me on the whiteboard. She failed to inform me how the internal phone system works, so after failing to get in touch with her (and not wanting to call random employees on accident) I stopped and waited a bit longer.,After at least 20 minutes, I decided I couldn't wait any longer, as it was the end of the working day and I was afraid she just went home. I walked across the office with little idea where I was going, and made it back to the front desk which had another person now manning it. I let him know what happened, and then he tried to get in contact with the recruiter.,After another 15 or 20 minutes of waiting in the lobby, the recruiting assistant finally came back and let me know the initial recruiter that got in touch with me was suppose to be the one to get me for the follow up, but she was on business trip. I received no apology, and was told I would hear back from them after the holidays. This was before Thanksgiving, so I wasn't really sure what that meant.,I left the office with a really bad taste in my mouth, but gave myself a 50/50 shot to get a second interview. After not hearing back for weeks, I emailed the original recruiter after Thanksgiving to follow up, and I received a generic ""we're going with other candidates"" message within an hour. So again, had I not followed up I wouldn't have even received a response.,I'm sure Zillow is a great place to work, and the reviews on Glassdoor and other publications support that. However, the interview process was disrespectful, unorganized, and the test I was given was confusing and poorly worded. This may all just be because of the recruiting department, or the specific recruiting team I worked with. However, even had I received another interview I don't know if I would have taken it, as the whole thing gave me a bad feeling about the company.",Average Interview,Negative Experience," Multiple marketing questions on an Excel worksheet. Questions were written like there was a concrete, objective answer, even though there wasn't one.   ,Answer Question",SEM Manager,No Offer," Dec 26, 2015"
"I applied online. The process took 2+ months. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"The interview process was pretty in-depth and required a lot of time, but everyone involved in the process from start-to-finish really makes it all worth while (aside from the actual job being interviewed for itself!). I went through a couple phone interviews and was flown out to Seattle for a day of interviews and I felt so at home at Zillow (and even the hotel chosen). I first gave a presentation to the entire Zillow Design Team, then about five 1:1's. During my presentation, and especially during my 1:1's, I felt heard and appreciated.,HR also makes sure you have lunch, coffee, and snacks... Anything you could think of throughout the ~5 hour day. All travel related expenses are taken care of as well.",Average Interview,Positive Experience," My favorite part of all interview's was when asked to do a whiteboard exercise. A Designer at Zillow will ask or create a mock story or ask to display your process and/or thoughts visually on a whiteboard.   ,Answer Question",Visual Designer,Accepted Offer," Nov 19, 2015"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"The interview process started with a quick chat with one of their recruiters. We talked briefly about the position, my background, etc.,I then went through two hour-long phone-screen rounds using an online, collaborative code editor.,Afterwards, they flew me out to their Seattle office where I went through 4 or 5 hour-long interviews. The interviews consisted of a fairly industry-standard mixture of algorithm and system design questions.,Overall, the process was efficient and enjoyable. Everyone I interacted with was very friendly and seemed to have a genuine enthusiasm for their work.",Average Interview,Positive Experience," Like I mentioned above, they asked the kind of algorithm and design questions you would expect for a software engineer role. I'm not going to publicize the specific questions.   ,Answer Question",Senior Software Engineer,Accepted Offer," Nov 19, 2015"
"I applied online. The process took 6+ weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"I submitted an application online after searching for data science internships online. Within two weeks, a Zillow rep emailed me and asked to set up a phone screen. Several days after the phone screen, she asked for some code samples via email. Within 24 hours, we set up a phone interview with the hiring manager for whom I would be working. After speaking with him for about 30 minutes, I received a call several days later that I was offered the position. I had a few other interviews with other companies, and Zillow was willing to give me an extension on the acceptance deadline for this position.",Easy Interview,Positive Experience," Why do you want to work at Zillow?   ,Answer Question",Economic Research Analyst,Accepted Offer," Dec 14, 2015"
"I applied through an employee referral. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"Very thorough, a lot of vetting, lots of behavioral questions, so be prepared for ""Tell me about a time when this happened, what happened, what did you do about it, how did you solve it, what was the end results"" those types of questions. Usually you do a phone screening with recruiter, then phone screening with hiring manager, then final interview is coming into the office for 2-3 hours meeting with 3-4 different people back to back. Usually two people from the team and two managers.",Difficult Interview,Neutral Experience," Tell me about a time you have been told to do something by management that you didn't agree with and what did you do about it/how did you handle it?   ,Answer Question",Account Manager,Accepted Offer," May 31, 2017"
I applied through an employee referral. The process took 4+ months. I interviewed at Zillow in November 2015.,Zillow,"Applied through internal reference.Contacted by hr and received coding challenge early November 2015. Pretty standard and algorithm, many of which can be found by googling ""zillow coding challenge"". Never heard from them for 4 month and received an no opening left email early March 2016. How bad must I have done in the coding challenge hah.,Anyway, accepted offer from Linkedin.,Don't waste your time on this company",Easy Interview,Negative Experience," Pretty standard Zillow coding question. Just google for them.   ,Answer Question",Software Engineer,No Offer," Mar 2, 2016"
"I applied online. The process took 4 weeks. I interviewed at Zillow (Seattle, WA) in November 2015.",Zillow,"Their interview was more like a ""non-interview"": rudimentary simplistic questions (what dates did you work on project [X] that's on your resume? vs discuss one of your projects), clearly uniniterested or uncurious interviewers, it seemed like they had decided on a candidate but still were required to interview me or more people. No case study or research problem to work on, no presentation required, their conversation was interrupted and tedious. I guess they had somebody in mind to hire but company policy (and employment law) requires considering multiple candidates, and diverse, so they went through the motions with me (I'm ""diverse"" according to legal definitions, so I guess I was their token diversity candidate to ""interview"" and reject just for show, and to avoid legal action). So, beware, Zillow could care less about innovation and promoting user experience, they might be just hiring from within or a specific friend of a friend from their clan, then interviewing new ""candidates"" to comply with the law.",Easy Interview,Negative Experience," What dates did you work on project [X] that's on your resume? What's your favorite research method?   ,Answer Question",User Experience Researcher,No Offer," Sep 6, 2016"
I applied through an employee referral. The process took 2 weeks. I interviewed at Zillow.,Zillow,"The interview went very well. I was scheduled for a duration of 2 hours, meeting each individual for 30 minutes. It was rather casual compared to other interviews I have done in the past as they asked questions based on trying to get to know me and my personality. Some of the questions were situational, (i.e. Tell me a time when you had a project and didn't understand how to do it), and some were lighthearted (i.e. tell me a celebrity you idolize). I had a great time at the interview!",Average Interview,Positive Experience," What do you feel has been your biggest accomplishment?   ,Answer Question",Marketing Outreach Coordinator,Accepted Offer," Oct 20, 2015"
I applied online. The process took 2 weeks. I interviewed at Zillow.,Zillow,"Applied online. Contacted about a week later. Began with the recruiter with a 20 min conversation about expectations regarding the position. If found to be a good fit, they push you to the 2nd phone interview. This one lasted about 20-30min. Posed more experience based questions that ensured a complete understanding of the role and its responsibilities. A day later I received a follow-up e-mail with a choice time to schedule the final interview with 3 different Managers (VP of Sales, GM, and a Sales Manager). All were very in depth questions regarding past work history and ensuring a complete understanding of the role and its responsibilities. Role played: sales pitch to test the knowledge of the product and see if there is a fluidity to the sales cycle.",Average Interview,Positive Experience," Why Zillow? Do you have any Real Estate Knowledge/experience? What do you know about the Premier Agent Program? Give a time when you had to deal with confrontation with a Co-Worker. How did you handle it? Where do you want to be in the next 3 to 5 years? Describe your sales cycle. How long is your typical sales cycle? Why do you want to move out of your current role into this one?   ,Answer Question",Inside Sales Consultant,Accepted Offer," Sep 24, 2015"
"I applied online. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,It was a very pleasant interview process which went for around a month. The first round was a screening based on online technical coding test on HackerRank. Next was a technical phone interview. After that I was invited onsite for three rounds of technical interview. All the interviewers were very encouraging and kept on dropping hints to guide me to the correct answers.,Average Interview,Positive Experience," Phone interview:,1. Is Binary tree a binary search tree.,2. Given an input file with four billion integers, provide an algorithm to generate an integer which is not contained in the file. Assume you have 10 MB of memory.,Onsite:,1. Merge two sorted linked lists. Questions on time and space complexity.,2. Given a log of pages clicked on zillow's website by users (sorted by timestamp), find the top ten most clicked 3 page sequence. A 3 page sequence, is a sequence of 3 pages clicked by the same user in successive order.,3. Implement a LRU cache.   ,Answer Question",Software Developer,Accepted Offer," Jan 4, 2016"
I applied online. The process took 3 weeks. I interviewed at Zillow in October 2015.,Zillow,"This company is not worth your time.,First I finished a coding challenge which was emailed to me. It included the ternary tree like many others have mentioned. Then two or so weeks later they scheduled a phone interview for me. The interviewer had me do one coding question in a shared document. The man interviewing was incredibly rude and had no patience for me. I've interviewed with top companies and have had success with many interviews, so I know I'm not one of those hopeless candidates. In fact, I feel that I answered the coding question well and accounted for many edge cases. The interviewer responded to one of my questions so rudely I almost wanted to hang up the phone right then, and I really should have. I was rejected within two hours following the interview.",Average Interview,Negative Experience," Given a sorted array and minimum threshold value, find the median of the subarray which contains values that are greater than or equal to the minimum threshold.   ,1 Answer",Software Engineer,No Offer," Oct 12, 2015"
I applied online. The process took 3 weeks. I interviewed at Zillow in October 2015.,Zillow,"Very positive experience. Got contacted by HR right after I submitted my resume. Finished online testing, then followed up by two phone screen share. The first one went well, but got panic at the second one, so I didn't get a chance for on site interview. Unlike those who never-contact-you-again company, I think at least Zillow respects candidate. Got rejection email two days after my second phone interview. And I appreciate how fast they got back to me, though I didn't get the chance to move forward.",Average Interview,Positive Experience," all just white board coding questions. like fibonacci implementation, find first unique char in a string, find least greatest value with given target in a BST.   ,Answer Question",Software Engineer,No Offer," Oct 21, 2015"
"I applied through a recruiter. The process took 1+ week. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,"Very short PS - only 45 mins long with no technical depth. Feels like they are not trying to dig into and find score in your thinking process but rather looking for people that's skillful with PS coding questions. Although I got the right answer to both coding question 3 mins before time is up and think loudly during the whole process, still didn't make it to on-site.",Easy Interview,Negative Experience," Validate if a tree is a BST   ,Answer Question",Software Development Engineer,No Offer," Nov 6, 2015"
"I applied in-person. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,"Their process was fairly standard... 3 phone calls (30-60 minutes), followed by an on-site interview (4 hours).,The phone conversations were not very tech-intensive. Questions were focused on knowledge of general system concepts and development experiences. There were not many high-level questions about the platform, and no coding problems were involved. The recruiters/interviewers were all very nice and professional.,For the on-site portion of the process, I was flown in from across the country for an afternoon rapid-interviews with 5 different employees. The visit was on a Friday, and upon arriving, the first interviewer (recruiter) made it a point to tell me that I was 1 of the final 2 candidates, and a decision was going to be made by the following Monday afternoon. The remaining interviews were again very general, with the exception of code-writing session with one of their developers (which was very poorly done). Everything seemed to go very well, and the people were again very friendly.,I spent the weekend eagerly waiting for their decision to come on the following Monday (as I was clearly told), but the call never came. So I thought, hey, no big deal, these things always drag on longer than you expect. After waiting the rest of the week without a call/email, I tried reaching out via email to both of the contacts that I'd been communicating with throughout the interview process... Never heard from anyone at Zillow again (except for the very nice lady who took care of my travel reimbursements).,I understand that... sometimes you don't interview as well as you thought... sometimes you're told the same stuff as everyone else... sometimes you're not chosen for a job.,After reading many online stories of similar experiences, I still don't understand the interview experience I had with Zillow. I'm not a bitter person, but I can't deny the sourness this experience left me with (still - interview was 9 months ago, and I landed the same job elsewhere 2 weeks after it). In my opinion, leaving someone out to dry like that is simply cruel, and I'll never believe it to be unintentional/accidental.,Zillow, respect the people your business interacts with.",Average Interview,Negative Experience," Write a trigger that populates an Account field (number) with its total number of related Contacts (context - Contact insert/update)   ,1 Answer",Salesforce Developer,No Offer," Jul 9, 2016"
"I applied through college or university. The process took 4+ weeks. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,I did an on campus interview and was flown out for a series of onsite interviews at the Seattle office. Onsite I spoke with a few engineers at Zillow and was asked some algorithms and data structures questions. I solved the problems by coding onto a whiteboard. After presenting solutions I was asked for potential optimizations and some variants of the original questions.,Difficult Interview,Positive Experience," Algorithms and data structures questions with attention to complexity and possible optimizations.   ,Answer Question",Software Development Engineer,Accepted Offer," Sep 1, 2016"
"I applied online. The process took 2 days. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,"They contacted me two weeks after my application was submitted to request a coding exercise on the Hacker Rank website. The questions were fairly easy, though I think I screwed up the method manipulating a String by not understanding how to properly throw exceptions. I didn't move forward to the phone interview.",Average Interview,Positive Experience," The questions online were the same that apparently everyone else is getting. String manipulation and manipulating a ternary tree.   ,Answer Question",Software Development Engineer,No Offer," Oct 7, 2015"
"I applied through a staffing agency. The process took a week. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,"The interview consisted of me meeting with four members of the SEO team. The interview was relaxed and professional at the same time, it felt as if the interview process reflected the company's atmosphere. It was a really good experience and felt like a conversation rather than an interview. You can tell this is a place that attracts top tier talent just from their interview process alone.",Average Interview,Positive Experience," What was your greatest challenge in life?   ,Answer Question",SEO Marketing Coordinator,Accepted Offer," Oct 20, 2015"
"I applied through a recruiter. The process took 3 weeks. I interviewed at Zillow (Seattle, WA) in October 2015.",Zillow,Flew out to Seattle after a great interview with recruiters. Unfortunately wasn't able to fully prepare for the kind of questions they threw at me in the three hour long on-site technical interview. Overall it was a good experience and I will keep in touch for potential fulltime opportunities.,Average Interview,Neutral Experience," Implement an interface and underlying data structure that counts user hits and returns the number of user hits in the last minute.   ,Answer Question",Intern - Hourly,No Offer," Dec 2, 2015"
"I applied online. The process took 6 days. I interviewed at Zillow (Irvine, CA) in September 2015.",Zillow,I found the job posting on indeed.com for the inside sales consultant position. I applied online and received an email the next day from a recruiting coordinator asking a few questions and requesting the days and times I was available for a phone interview. I had a 15-20 min phone interview with a different recruiter out of the Seattle office a week later. The next day I had a phone interview with a sales executive manager out of the Irvine Office. I was scheduled to come in the next business day for an in-person interview in the Irvine Office with 2 sales managers and the director. I heard back the next business day from the recruiter and was offered the position. I came close to the cut off period so my process was expedited.,Average Interview,Positive Experience," Why do you want to work for the Zillow Group?,How will you be successful here?,What do you believe brings results?   ,Answer Question",Inside Sales Consultant,Accepted Offer," Sep 19, 2015"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in September 2015.",Zillow,"First met with two team members which gave me very helpful insight on the role I was interviewing for, then had two one on one interviews and at the end the hiring manager circled back to talk to me about my level of interest and how I felt about the interviews I just had. Everyone was incredibly nice and down to earth.",Average Interview,Positive Experience," Why do you want to work at Zillow?   ,Answer Question, What makes you think you're a good fit for this role?   ,Answer Question",Ad Operations Coordinator,Accepted Offer," Oct 8, 2015"
"I applied in-person. The process took 2 days. I interviewed at Zillow (Seattle, WA) in September 2015.",Zillow,"The hiring process was very quick and direct. I was hired within a day of my formal interview, and although it was nerve-wracking, the managers were great to talk to, and the director and program manager were all very friendly to get to know.",Average Interview,Positive Experience," - Strengths/weaknesses,- Why are you applying for this position? & Why should we pick you?,- What are your previous jobs and how do they relate?,- What was a time you dealt with a difficult situation at work, and how did you manage it?,- How would you react to an angry and demanding agent?,- What do you value: customer service or business policies?,- How hard is it to say no? What is an example of when you had to say no to a customer, and how did they react?   ,Answer Question",Agent Care Consultant,Accepted Offer," Jan 3, 2016"
"I applied online. The process took a week. I interviewed at Zillow (Seattle, WA).",Zillow,"In a nutshell, Zillow is a joke. For those looking for more details, read on.,First, a bit of background info. I have close to 15 years of server side Java development experience, with focus on design, architecture, distributed systems, latency and throughput optimizations, scalability and fault tolerance. Writing code is what I do for a living, and I have made a pretty good living doing it because I am good at what I do, and I have done it working for successful companies throughout my career. So hopefully that puts to rest any doubts regarding my suitability for their open dev jobs.,Now, on to what happened with the company. My first experience with them was late last year when they contacted me in connection with my application to one of their open positions. Long story short, timing wasn't right and I couldn't move forward with them. Recently, I decided to send in my resume again through their general HR inbox, and got their canned annoying response generated by Jobvite. So then I sent the resume directly to the email address of the recruiter I had dealt with last year. This time, I got a bite and after a short conversation with the HR person, I was sent a link to their coding test on HackerRank. They give you 48 hours to complete the test once it begins, and it consisted of two problems. The first one was preposterously simple, and the second one was moderately difficult but if you know what to consult with (hint: JDK source code), then it really just boils down to understanding the problem and customizing the existing, well known logic to the specific problem. So I completed both problems, well within the time allotted, tested against not just provided sample input but also with my custom test cases and made sure everything worked.,Today I get a reply from their Jobvite box that says exactly this: ""Thank you for your interest in Zillow and especially for the time you took to complete the coding test. As promised, I sent your solution & resume to the hiring manager. Unfortunately, we have decided not to move forward with your application to the next step. We wish you well in your pursuit of a new position and thank you again for your time."" WTF??? Did anyone even bother to read the code, or run it? Or did they search for and not find specific keywords on my resume AFTER having me waste my time on their coding test? Clearly, someone at Zillow has their head where the sun don't shine...",Easy Interview,Negative Experience," Write a function that takes a string and produces a signed 64 bit integer (long) that the string represents, i.e. long parseLong(String). You can assume the input is in base 10.   ,Answer Question",Senior Software Development Engineer,No Offer," Sep 1, 2015"
"I applied through an employee referral. The process took 4 weeks. I interviewed at Zillow (San Jose, CA) in September 2015.",Zillow,"1. Referred by friends, I first finish some algorithm problems on hackrank. Then they scheduled me a phone interview. The interview process is nice and I have a very nice talk with the interviewer. Most questions they talk about are related to algorithm and basic knowledge of data structure.,You need to keep talking with them, and tell them how do you solve about this problem (Decompose the question into small problems). What is the first step and what is the next step.",Average Interview,Positive Experience," Question related to Algorithm (Search element in sorted array) and Data Structure (Tree)   ,Answer Question",Software Engineer,No Offer," Nov 4, 2015"
I applied online. The process took a week. I interviewed at Zillow in September 2015.,Zillow,"First, there was the coding test. The same two problems that everyone gets: the ternary tree and the string-to-integer conversion problems. The trick there seems to be that the unit tests they provide are not sufficient, so you can pass their unit tests without having a fully operable solution, and then you will fail. I wrote my own unit tests to validate other cases. The next day they let me know that I passed the test. The next step was a phone screen. It was a very good conversation and the interviewer was very nice. The coding exercise was to write a function that detects the first non-repeating character in a char array, and to do so with only a single pass over the array. Unfortunately, I was a bit sloppy and nervous with the coding exercise in the online text editor, so even though I solved it with the time/space efficiency they were looking for, I'm sure the code had some syntax errors and was not as elegant as I would have liked. They let me know the next day that they were not interested in talking with me further. It's tough getting back into the rhythm of solving little coding exercises in text editors within several minutes, as it bears no resemblance to the coding we do in our real jobs, but it is the nature of the interview game, so more practice is the only thing you can do!",Average Interview,Positive Experience," Write a function that detects the first non-repeating character in a char array, and do so with only a single pass over the array.   ,4 Answers",Senior Software Development Engineer,No Offer," Sep 4, 2015"
"I applied online. The process took 3+ weeks. I interviewed at Zillow (Lincoln, NE) in September 2015.",Zillow,"The entire process was very good. The recruiter Catlin was warm and friendly and had excellent interaction throughout the process. Jared, Dennis and Doug were all very welcoming when I came in to interview. They asked pertinent questions and made me feel at home.",Difficult Interview,Positive Experience," I was asked why I chose Zillow.   ,1 Answer",Associate Account Manager,Accepted Offer," Sep 28, 2015"
"I applied online. The process took 4 weeks. I interviewed at Zillow (Seattle, WA) in September 2015.",Zillow,"After applying, I was contacted by an in-house recruiter for an initial phone call, then had a second stage video conference interview with the head of the department. Finally, I traveled to Seattle for a series of in-person 1-on-1 and panel interviews with other team members. I was kept updated on the process through regular communication with the recruiting team and found the entire experience very transparent and positive.",Average Interview,Positive Experience," What kind of legal issues have I dealt with previously?   ,Answer Question, What do I like to do in free time?   ,Answer Question, What kind of working environment am I looking for?   ,Answer Question, What made me interested in Zillow?   ,Answer Question",Corporate Counsel,Accepted Offer," Oct 7, 2015"
I applied through college or university. I interviewed at Zillow in September 2015.,Zillow,Got interview the next day from a career fair. The recruiter and interviewer were very friendly and answered all my questions. My first round interview was 30 min for 1 problem to implement part of blackjack.,Easy Interview,Positive Experience," Implement a function for blackjack that returns the score of your hand   ,Answer Question",Software Engineering,No Offer," Sep 22, 2015"
"I applied online. The process took 2 weeks. I interviewed at Zillow (Ithaca, NY) in September 2015.",Zillow,"Online Test. After I applied online, I received the online test in two days. Two questions, String to Long, insert and delete node in trinary search tree. Not hard and I finished them on time and then rejected after a week. No reason.",Average Interview,Neutral Experience," String to Long   ,Answer Question",Software Development Engineer,No Offer," Sep 24, 2015"
"I applied through a recruiter. The process took 2 weeks. I interviewed at Zillow (Seattle, WA) in September 2015.",Zillow,After a good interview with recruiters at my university I was invited to the Seattle location for an interview with 3 engineers. Unfortunately the stars poorly aligned and things did not work out but it was a worthwhile experience. Very fair technical questions.,Average Interview,Positive Experience," How would you implement an infinite sized Tic Tac Toe game? How would you check for win conditions?   ,Answer Question",Software Development Engineer,No Offer," Sep 5, 2016"
"I applied online. The process took 2 weeks. I interviewed at Zillow (New York, NY).",Zillow,The interview was very smooth and quick. I had two over-the-phone and one in-person with two employees. The in-person interview was very organic; like a regular conversation. The overly experience was pleasant.,Average Interview,Positive Experience," Why do you want to work here? Why Ad Ops? How many ad servers have you worked with?   ,Answer Question",Ad Operations,Accepted Offer," Jul 28, 2015"
"I applied online. The process took 3 weeks. I interviewed at Zillow (Seattle, WA) in August 2015.",Zillow,"Had a phone interview that lasted about 15 minutes, then got emailed to go in for an in person interview.,Interview went very well and connected with all 4 employees that interviewed me. They asked the basic questions of why I wanted to make a change of employer and so forth. Did not focus on experience as much as what I do in my personal life and career goals. They informed me that they wanted to move fast and hire quickly...,I heard back almost two weeks later from someone I've never talked to saying that I wasn't chosen.",Average Interview,Neutral Experience," What makes you want to join Zillow?   ,1 Answer",Accounts Receivable,No Offer," Sep 8, 2015"
"I applied through a recruiter. The process took 2+ months. I interviewed at Zillow (Seattle, WA) in August 2015.",Zillow,Started with a phone screening with the recruiter. After that it was a 30 minute phone call with the hiring manager who decided to bring me onsite. The onsite interviews were 1:1s for 30-45 minutes each. Overall the interview was enjoyable and covered a broad range of skills required for the role.,Average Interview,Positive Experience," Why are you interested in the role?   ,Answer Question",Director,No Offer," Feb 25, 2016"
"I applied online. The process took 5 days. I interviewed at Zillow (Seattle, WA).",Zillow,First there was a phone screening and then they emailed a coding task to complete. They asked to basically code a function thats sorts data according to a certain criteria,Average Interview,Positive Experience," explain how your code is efficient in terms of processing speed   ,Answer Question",Data Scientist,No Offer," Jul 15, 2015"
